,area,year,area_code,sports_participation,percentage
659,Lewisham,2015-2016,00AZ,2,0.20842824601366738
660,London,2005-2006,H,0,0.505725190839695
661,London,2007-2008,H,0,0.478846153846154
662,London,2008-2009,H,0,0.473138548539114
663,London,2009-2010,H,0,0.483317445185891
664,London,2010-2011,H,0,0.483590733590734
665,London,2011-2012,H,0,0.468306527909177
666,London,2012-2013,H,0,0.460600375234522
667,London,2013-2014,H,0,0.471751412429378
668,London,2014-2015,H,0,0.477335800185014
669,London,2015-2016,H,0,0.476056338028169
670,London,2005-2006,H,1,0.336832061068702
671,London,2007-2008,H,1,0.355769230769231
672,London,2008-2009,H,1,0.358152686145146
673,London,2009-2010,H,1,0.350810295519542
674,London,2010-2011,H,1,0.353281853281853
675,London,2011-2012,H,1,0.357615894039735
676,London,2012-2013,H,1,0.361163227016886
677,London,2013-2014,H,1,0.357815442561205
678,London,2014-2015,H,1,0.351526364477336
679,London,2015-2016,H,1,0.354929577464789
680,London,2005-2006,H,2,0.157442748091603
681,London,2007-2008,H,2,0.165384615384615
682,London,2008-2009,H,2,0.16870876531574
683,London,2009-2010,H,2,0.165872259294566
684,London,2010-2011,H,2,0.163127413127413
685,London,2011-2012,H,2,0.174077578051088
686,London,2012-2013,H,2,0.178236397748593
687,London,2013-2014,H,2,0.170433145009416
688,London,2014-2015,H,2,0.17113783533765
689,London,2015-2016,H,2,0.169014084507042
690,Merton,2005-2006,00BA,0,0.5643896976483762
691,Merton,2005-2006,00BA,1,0.2430011198208287
692,Merton,2005-2006,00BA,2,0.19260918253079506
693,Merton,2007-2008,00BA,0,0.5539160045402951
694,Merton,2007-2008,00BA,1,0.2372304199772985
695,Merton,2007-2008,00BA,2,0.20885357548240635
696,Merton,2008-2009,00BA,0,0.5353881278538812
697,Merton,2008-2009,00BA,1,0.23972602739726032
698,Merton,2008-2009,00BA,2,0.22488584474885842
699,Merton,2009-2010,00BA,0,0.544165757906216
700,Merton,2009-2010,00BA,1,0.22137404580152673
701,Merton,2009-2010,00BA,2,0.23446019629225737
702,Merton,2010-2011,00BA,0,0.5945330296127562
703,Merton,2010-2011,00BA,1,0.24487471526195903
704,Merton,2010-2011,00BA,2,0.1605922551252847
705,Merton,2011-2012,00BA,0,0.5937499999999999
706,Merton,2011-2012,00BA,1,0.2199074074074074
707,Merton,2011-2012,00BA,2,0.1863425925925926
708,Merton,2012-2013,00BA,0,0.5102739726027398
709,Merton,2012-2013,00BA,1,0.23173515981735157
710,Merton,2012-2013,00BA,2,0.2579908675799087
711,Merton,2013-2014,00BA,0,0.547646383467279
712,Merton,2013-2014,00BA,1,0.23880597014925367
713,Merton,2013-2014,00BA,2,0.21354764638346732
714,Merton,2014-2015,00BA,0,0.5077951002227171
715,Merton,2014-2015,00BA,1,0.2238307349665924
716,Merton,2014-2015,00BA,2,0.26837416481069043
717,Merton,2015-2016,00BA,0,0.5410022779043281
718,Merton,2015-2016,00BA,1,0.2164009111617312
719,Merton,2015-2016,00BA,2,0.2425968109339408
720,Newham,2005-2006,00BB,0,0.7041156840934372
721,Newham,2005-2006,00BB,1,0.15684093437152394
722,Newham,2005-2006,00BB,2,0.13904338153503892
723,Newham,2007-2008,00BB,0,0.6688963210702341
724,Newham,2007-2008,00BB,1,0.18617614269788182
725,Newham,2007-2008,00BB,2,0.1449275362318841
726,Newham,2008-2009,00BB,0,0.6697038724373576
727,Newham,2008-2009,00BB,1,0.18337129840546695
728,Newham,2008-2009,00BB,2,0.14692482915717542
729,Newham,2009-2010,00BB,0,0.7025171624713958
730,Newham,2009-2010,00BB,1,0.14416475972540047
731,Newham,2009-2010,00BB,2,0.15331807780320367
732,Newham,2010-2011,00BB,0,0.6685584562996595
733,Newham,2010-2011,00BB,1,0.18955732122587965
734,Newham,2010-2011,00BB,2,0.14188422247446084
735,Newham,2011-2012,00BB,0,0.6863636363636363
736,Newham,2011-2012,00BB,1,0.14431818181818185
737,Newham,2011-2012,00BB,2,0.1693181818181818
738,Newham,2012-2013,00BB,0,0.6756756756756757
739,Newham,2012-2013,00BB,1,0.14162162162162162
740,Newham,2012-2013,00BB,2,0.18270270270270267
741,Newham,2013-2014,00BB,0,0.6816647919010124
742,Newham,2013-2014,00BB,1,0.1473565804274466
743,Newham,2013-2014,00BB,2,0.17097862767154104
744,Newham,2014-2015,00BB,0,0.6775244299674268
745,Newham,2014-2015,00BB,1,0.17046688382193267
746,Newham,2014-2015,00BB,2,0.15200868621064065
747,Newham,2015-2016,00BB,0,0.6445652173913042
748,Newham,2015-2016,00BB,1,0.1782608695652174
749,Newham,2015-2016,00BB,2,0.17717391304347826
750,Redbridge,2005-2006,00BC,0,0.6087936865839909
751,Redbridge,2005-2006,00BC,1,0.2040586245772266
752,Redbridge,2005-2006,00BC,2,0.18714768883878238
753,Redbridge,2007-2008,00BC,0,0.5613259668508287
754,Redbridge,2007-2008,00BC,1,0.2397790055248619
755,Redbridge,2007-2008,00BC,2,0.19889502762430938
756,Redbridge,2008-2009,00BC,0,0.609865470852018
757,Redbridge,2008-2009,00BC,1,0.2062780269058296
758,Redbridge,2008-2009,00BC,2,0.18385650224215247
759,Redbridge,2009-2010,00BC,0,0.6285046728971961
760,Redbridge,2009-2010,00BC,1,0.18925233644859815
761,Redbridge,2009-2010,00BC,2,0.1822429906542056
762,Redbridge,2010-2011,00BC,0,0.6294247787610618
763,Redbridge,2010-2011,00BC,1,0.18694690265486727
764,Redbridge,2010-2011,00BC,2,0.1836283185840708
765,Redbridge,2011-2012,00BC,0,0.6064659977703456
766,Redbridge,2011-2012,00BC,1,0.19843924191750278
767,Redbridge,2011-2012,00BC,2,0.1950947603121516
768,Redbridge,2012-2013,00BC,0,0.5536723163841808
769,Redbridge,2012-2013,00BC,1,0.25649717514124293
770,Redbridge,2012-2013,00BC,2,0.18983050847457628
771,Redbridge,2013-2014,00BC,0,0.567351598173516
772,Redbridge,2013-2014,00BC,1,0.20662100456621002
773,Redbridge,2013-2014,00BC,2,0.22602739726027396
774,Redbridge,2014-2015,00BC,0,0.6043083900226757
775,Redbridge,2014-2015,00BC,1,0.19047619047619044
776,Redbridge,2014-2015,00BC,2,0.20521541950113384
777,Redbridge,2015-2016,00BC,0,0.5993340732519423
778,Redbridge,2015-2016,00BC,1,0.2397336293007769
779,Redbridge,2015-2016,00BC,2,0.1609322974472808
780,Richmond Upon Thames,2005-2006,00BD,0,0.4777142857142857
781,Richmond Upon Thames,2005-2006,00BD,1,0.2754285714285714
782,Richmond Upon Thames,2005-2006,00BD,2,0.24685714285714289
783,Richmond Upon Thames,2007-2008,00BD,0,0.48853211009174313
784,Richmond Upon Thames,2007-2008,00BD,1,0.25688073394495414
785,Richmond Upon Thames,2007-2008,00BD,2,0.2545871559633028
786,Richmond Upon Thames,2008-2009,00BD,0,0.4853273137697517
787,Richmond Upon Thames,2008-2009,00BD,1,0.2663656884875847
788,Richmond Upon Thames,2008-2009,00BD,2,0.24830699774266365
789,Richmond Upon Thames,2009-2010,00BD,0,0.47608453837597337
790,Richmond Upon Thames,2009-2010,00BD,1,0.2780867630700779
791,Richmond Upon Thames,2009-2010,00BD,2,0.24582869855394887
792,Richmond Upon Thames,2010-2011,00BD,0,0.4410430839002268
793,Richmond Upon Thames,2010-2011,00BD,1,0.2743764172335601
794,Richmond Upon Thames,2010-2011,00BD,2,0.28458049886621317
795,Richmond Upon Thames,2011-2012,00BD,0,0.44349939246658565
796,Richmond Upon Thames,2011-2012,00BD,1,0.2600243013365735
797,Richmond Upon Thames,2011-2012,00BD,2,0.29647630619684084
798,Richmond Upon Thames,2012-2013,00BD,0,0.4200913242009132
799,Richmond Upon Thames,2012-2013,00BD,1,0.2762557077625571
800,Richmond Upon Thames,2012-2013,00BD,2,0.3036529680365297
801,Richmond Upon Thames,2013-2014,00BD,0,0.41638225255972694
802,Richmond Upon Thames,2013-2014,00BD,1,0.3276450511945393
803,Richmond Upon Thames,2013-2014,00BD,2,0.25597269624573377
804,Richmond Upon Thames,2014-2015,00BD,0,0.4222474460839955
805,Richmond Upon Thames,2014-2015,00BD,1,0.2939841089670829
806,Richmond Upon Thames,2014-2015,00BD,2,0.28376844494892167
807,Richmond Upon Thames,2015-2016,00BD,0,0.47338618346545863
808,Richmond Upon Thames,2015-2016,00BD,1,0.27746319365798416
809,Richmond Upon Thames,2015-2016,00BD,2,0.2491506228765572
810,Southwark,2005-2006,00BE,0,0.6360544217687074
811,Southwark,2005-2006,00BE,1,0.2131519274376417
812,Southwark,2005-2006,00BE,2,0.15079365079365079
813,Southwark,2007-2008,00BE,0,0.6002331002331002
814,Southwark,2007-2008,00BE,1,0.2051282051282051
815,Southwark,2007-2008,00BE,2,0.1946386946386946
816,Southwark,2008-2009,00BE,0,0.5580046403712297
817,Southwark,2008-2009,00BE,1,0.21461716937354985
818,Southwark,2008-2009,00BE,2,0.2273781902552204
819,Southwark,2009-2010,00BE,0,0.5782556750298686
820,Southwark,2009-2010,00BE,1,0.22222222222222224
821,Southwark,2009-2010,00BE,2,0.19952210274790919
822,Southwark,2010-2011,00BE,0,0.5501113585746102
823,Southwark,2010-2011,00BE,1,0.2505567928730512
824,Southwark,2010-2011,00BE,2,0.19933184855233854
825,Southwark,2011-2012,00BE,0,0.5444839857651246
826,Southwark,2011-2012,00BE,1,0.22657176749703442
827,Southwark,2011-2012,00BE,2,0.22894424673784106
828,Southwark,2012-2013,00BE,0,0.5608646188850966
829,Southwark,2012-2013,00BE,1,0.22184300341296928
830,Southwark,2012-2013,00BE,2,0.21729237770193402
831,Southwark,2013-2014,00BE,0,0.5695509309967142
832,Southwark,2013-2014,00BE,1,0.24863088718510398
833,Southwark,2013-2014,00BE,2,0.18181818181818182
834,Southwark,2014-2015,00BE,0,0.6071428571428571
835,Southwark,2014-2015,00BE,1,0.21313364055299538
836,Southwark,2014-2015,00BE,2,0.17972350230414744
837,Southwark,2015-2016,00BE,0,0.6123595505617977
838,Southwark,2015-2016,00BE,1,0.19999999999999996
839,Southwark,2015-2016,00BE,2,0.1876404494382022
840,Sutton,2005-2006,00BF,0,0.5995475113122172
841,Sutton,2005-2006,00BF,1,0.22963800904977374
842,Sutton,2005-2006,00BF,2,0.17081447963800905
843,Sutton,2007-2008,00BF,0,0.5133876600698486
844,Sutton,2007-2008,00BF,1,0.3119906868451688
845,Sutton,2007-2008,00BF,2,0.1746216530849825
846,Sutton,2008-2009,00BF,0,0.5740944017563118
847,Sutton,2008-2009,00BF,1,0.23490669593852906
848,Sutton,2008-2009,00BF,2,0.19099890230515915
849,Sutton,2009-2010,00BF,0,0.5625717566016073
850,Sutton,2009-2010,00BF,1,0.24913892078071187
851,Sutton,2009-2010,00BF,2,0.1882893226176808
852,Sutton,2010-2011,00BF,0,0.5272727272727273
853,Sutton,2010-2011,00BF,1,0.23272727272727275
854,Sutton,2010-2011,00BF,2,0.24000000000000002
855,Sutton,2011-2012,00BF,0,0.5887640449438203
856,Sutton,2011-2012,00BF,1,0.2382022471910112
857,Sutton,2011-2012,00BF,2,0.17303370786516853
858,Sutton,2012-2013,00BF,0,0.5503432494279176
859,Sutton,2012-2013,00BF,1,0.23112128146453081
860,Sutton,2012-2013,00BF,2,0.21853546910755145
861,Sutton,2013-2014,00BF,0,0.6062992125984252
862,Sutton,2013-2014,00BF,1,0.22722159730033742
863,Sutton,2013-2014,00BF,2,0.16647919010123738
864,Sutton,2014-2015,00BF,0,0.5905598243688255
865,Sutton,2014-2015,00BF,1,0.21075740944017562
866,Sutton,2014-2015,00BF,2,0.19868276619099895
867,Sutton,2015-2016,00BF,0,0.5961098398169338
868,Sutton,2015-2016,00BF,1,0.2070938215102975
869,Sutton,2015-2016,00BF,2,0.19679633867276888
870,Tower Hamlets,2005-2006,00BG,0,0.6306306306306306
871,Tower Hamlets,2005-2006,00BG,1,0.179054054054054
872,Tower Hamlets,2005-2006,00BG,2,0.19031531531531526
873,Tower Hamlets,2007-2008,00BG,0,0.5988571428571428
874,Tower Hamlets,2007-2008,00BG,1,0.22285714285714286
875,Tower Hamlets,2007-2008,00BG,2,0.17828571428571427
876,Tower Hamlets,2008-2009,00BG,0,0.6111111111111112
877,Tower Hamlets,2008-2009,00BG,1,0.22888888888888884
878,Tower Hamlets,2008-2009,00BG,2,0.16
879,Tower Hamlets,2009-2010,00BG,0,0.568868980963046
880,Tower Hamlets,2009-2010,00BG,1,0.22508398656215006
881,Tower Hamlets,2009-2010,00BG,2,0.20604703247480402
882,Tower Hamlets,2010-2011,00BG,0,0.5655644241733181
883,Tower Hamlets,2010-2011,00BG,1,0.24971493728620298
884,Tower Hamlets,2010-2011,00BG,2,0.1847206385404789
885,Tower Hamlets,2011-2012,00BG,0,0.5828635851183765
886,Tower Hamlets,2011-2012,00BG,1,0.22886133032694478
887,Tower Hamlets,2011-2012,00BG,2,0.18827508455467867
888,Tower Hamlets,2012-2013,00BG,0,0.5682574916759157
889,Tower Hamlets,2012-2013,00BG,1,0.22641509433962265
890,Tower Hamlets,2012-2013,00BG,2,0.2053274139844617
891,Tower Hamlets,2013-2014,00BG,0,0.5751708428246014
892,Tower Hamlets,2013-2014,00BG,1,0.1970387243735763
893,Tower Hamlets,2013-2014,00BG,2,0.22779043280182237
894,Tower Hamlets,2014-2015,00BG,0,0.58157602663707
895,Tower Hamlets,2014-2015,00BG,1,0.22530521642619314
896,Tower Hamlets,2014-2015,00BG,2,0.19311875693673694
897,Tower Hamlets,2015-2016,00BG,0,0.5469613259668509
898,Tower Hamlets,2015-2016,00BG,1,0.18895027624309393
899,Tower Hamlets,2015-2016,00BG,2,0.2640883977900553
900,Waltham Forest,2005-2006,00BH,0,0.6437429537767756
901,Waltham Forest,2005-2006,00BH,1,0.19391206313416004
902,Waltham Forest,2005-2006,00BH,2,0.16234498308906425
903,Waltham Forest,2007-2008,00BH,0,0.6194690265486726
904,Waltham Forest,2007-2008,00BH,1,0.20132743362831854
905,Waltham Forest,2007-2008,00BH,2,0.17920353982300885
906,Waltham Forest,2008-2009,00BH,0,0.6134636264929424
907,Waltham Forest,2008-2009,00BH,1,0.1943539630836048
908,Waltham Forest,2008-2009,00BH,2,0.19218241042345274
909,Waltham Forest,2009-2010,00BH,0,0.6349206349206349
910,Waltham Forest,2009-2010,00BH,1,0.1768707482993197
911,Waltham Forest,2009-2010,00BH,2,0.18820861678004533
912,Waltham Forest,2010-2011,00BH,0,0.578397212543554
913,Waltham Forest,2010-2011,00BH,1,0.2206736353077816
914,Waltham Forest,2010-2011,00BH,2,0.20092915214866436
915,Waltham Forest,2011-2012,00BH,0,0.5491525423728814
916,Waltham Forest,2011-2012,00BH,1,0.25197740112994343
917,Waltham Forest,2011-2012,00BH,2,0.19887005649717515
918,Waltham Forest,2012-2013,00BH,0,0.5920617420066152
919,Waltham Forest,2012-2013,00BH,1,0.21940463065049612
920,Waltham Forest,2012-2013,00BH,2,0.18853362734288864
921,Waltham Forest,2013-2014,00BH,0,0.5730211817168339
922,Waltham Forest,2013-2014,00BH,1,0.2541806020066889
923,Waltham Forest,2013-2014,00BH,2,0.17279821627647715
924,Waltham Forest,2014-2015,00BH,0,0.5978021978021978
925,Waltham Forest,2014-2015,00BH,1,0.24285714285714285
926,Waltham Forest,2014-2015,00BH,2,0.15934065934065933
927,Waltham Forest,2015-2016,00BH,0,0.5667420814479638
928,Waltham Forest,2015-2016,00BH,1,0.2748868778280542
929,Waltham Forest,2015-2016,00BH,2,0.15837104072398192
930,Wandsworth,2005-2006,00BJ,0,0.5139211136890951
931,Wandsworth,2005-2006,00BJ,1,0.2447795823665893
932,Wandsworth,2005-2006,00BJ,2,0.2412993039443156
933,Wandsworth,2007-2008,00BJ,0,0.4299175500588928
934,Wandsworth,2007-2008,00BJ,1,0.27326266195524146
935,Wandsworth,2007-2008,00BJ,2,0.2968197879858657
936,Wandsworth,2008-2009,00BJ,0,0.49327354260089684
937,Wandsworth,2008-2009,00BJ,1,0.27802690582959644
938,Wandsworth,2008-2009,00BJ,2,0.22869955156950672
939,Wandsworth,2009-2010,00BJ,0,0.437219730941704
940,Wandsworth,2009-2010,00BJ,1,0.29820627802690586
941,Wandsworth,2009-2010,00BJ,2,0.2645739910313901
942,Wandsworth,2010-2011,00BJ,0,0.4660421545667447
943,Wandsworth,2010-2011,00BJ,1,0.2845433255269321
944,Wandsworth,2010-2011,00BJ,2,0.24941451990632318
945,Wandsworth,2011-2012,00BJ,0,0.5055555555555555
946,Wandsworth,2011-2012,00BJ,1,0.2288888888888889
947,Wandsworth,2011-2012,00BJ,2,0.26555555555555554
948,Wandsworth,2012-2013,00BJ,0,0.47630331753554506
949,Wandsworth,2012-2013,00BJ,1,0.2476303317535545
950,Wandsworth,2012-2013,00BJ,2,0.2760663507109005
951,Wandsworth,2013-2014,00BJ,0,0.5076380728554643
952,Wandsworth,2013-2014,00BJ,1,0.24206815511163338
953,Wandsworth,2013-2014,00BJ,2,0.2502937720329025
954,Wandsworth,2014-2015,00BJ,0,0.39598108747044913
955,Wandsworth,2014-2015,00BJ,1,0.2706855791962175
956,Wandsworth,2014-2015,00BJ,2,0.33333333333333326
957,Wandsworth,2015-2016,00BJ,0,0.5298165137614679
958,Wandsworth,2015-2016,00BJ,1,0.22591743119266053
959,Wandsworth,2015-2016,00BJ,2,0.24426605504587157
960,Westminster,2005-2006,00BK,0,0.5508571428571429
961,Westminster,2005-2006,00BK,1,0.22628571428571423
962,Westminster,2005-2006,00BK,2,0.22285714285714286
963,Westminster,2007-2008,00BK,0,0.5301624129930395
964,Westminster,2007-2008,00BK,1,0.27726218097447797
965,Westminster,2007-2008,00BK,2,0.19257540603248258
966,Westminster,2008-2009,00BK,0,0.5226480836236934
967,Westminster,2008-2009,00BK,1,0.2253193960511034
968,Westminster,2008-2009,00BK,2,0.25203252032520324
969,Westminster,2009-2010,00BK,0,0.49709639953542395
970,Westminster,2009-2010,00BK,1,0.23577235772357721
971,Westminster,2009-2010,00BK,2,0.26713124274099886
972,Westminster,2010-2011,00BK,0,0.5040091638029782
973,Westminster,2010-2011,00BK,1,0.27147766323024053
974,Westminster,2010-2011,00BK,2,0.22451317296678122
975,Westminster,2011-2012,00BK,0,0.47781569965870313
976,Westminster,2011-2012,00BK,1,0.2525597269624573
977,Westminster,2011-2012,00BK,2,0.2696245733788396
978,Westminster,2012-2013,00BK,0,0.5123318385650224
979,Westminster,2012-2013,00BK,1,0.22533632286995517
980,Westminster,2012-2013,00BK,2,0.2623318385650224
981,Westminster,2013-2014,00BK,0,0.5173913043478261
982,Westminster,2013-2014,00BK,1,0.24565217391304348
983,Westminster,2013-2014,00BK,2,0.23695652173913043
984,Westminster,2014-2015,00BK,0,0.5083798882681564
985,Westminster,2014-2015,00BK,1,0.24134078212290505
986,Westminster,2014-2015,00BK,2,0.2502793296089385
987,Westminster,2015-2016,00BK,0,0.5533249686323714
988,Westminster,2015-2016,00BK,1,0.259723964868256
989,Westminster,2015-2016,00BK,2,0.18695106649937263